INCIDENTDATE,INCIDENTHOUR,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTHIERARCHYDESC,OFFENSES,X,Y
2022-09-07,7,"Fort Duquesne Brg Pittsburgh, PA 15222",Central Business District,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-80.0027344911978,40.4433629780577
2022-09-08,7,"2700 Block Shelly St Pittsburgh, PA 15203",South Side Slopes,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9688974764135,40.4229172188872
2022-09-08,16,"300 Block Penfort St Pittsburgh, PA 15214",Northview Heights,99,9999 9999 - (Misc. Incident): ,-80.0018940174113,40.4748600384778
2022-09-08,16,"300 Block S Negley Ave Pittsburgh, PA 15206",Friendship,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9291230901834,40.4656630058358
2022-09-08,16,"100 Block Bracey Ct Pittsburgh, PA 15221",East Hills,99,9999 9999 - (Misc. Incident): ,-79.8691195791364,40.4561824863311
2022-09-08,16,"2200 Block Wilner Dr Pittsburgh, PA 15221",East Hills,CRIMINAL TRESPASS,3503 Criminal Trespass,,
2022-09-08,16,"2000 Block Centre Ave Pittsburgh, PA 15219",Crawford-Roberts,99,9994 PFA Service,-79.9799824053927,40.4435889103074
2022-09-08,17,"2000 Block Pioneer Ave Pittsburgh, PA 15226",Brookline,CREDIT CARDS,4106 Access Device Fraud,-80.0160576107444,40.4027057130685
2022-09-08,15,"E Carson St & S 19th St Pittsburgh, PA 15203",South Side Flats,99,7728 Accidents and Accident Reports.,-79.9791385433732,40.4286780792365
2022-09-09,15,"7200 Block Upland St Pittsburgh, PA 15208",Homewood North,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),-79.8945599639087,40.461775523737
2022-09-09,14,"500 Block Woodbourne Ave Pittsburgh, PA 15226",Brookline,THEFT FROM AUTO,3934 Theft from Vehicle,-80.0247499258384,40.3939656988355
2022-09-09,20,"700 Block Casino Dr Pittsburgh, PA 15233",Chateau,AGG-ASSAULT,2702 Aggravated Assault.,,
2022-09-10,0,"3000 Block Shadeland Ave Pittsburgh, PA 15212",Marshall-Shadeland,HARRASSMENT,2709(a) Harassment.,-80.0308870234698,40.471585135765
2022-09-09,22,"Bigelow Sq Pittsburgh, PA 15219",Crawford-Roberts,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.994441246514,40.4408516482553
2022-09-10,1,"3600 Block Brighton Rd Pittsburgh, PA 15212",Brighton Heights,THEFT,3921 Theft by Unlawful Taking or Disposition.,-80.03398645777,40.4817379859626
2022-09-10,2,"1300 Block West Liberty Ave Pittsburgh, PA 15226",Brookline,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9899237713535,40.4463889377436
2022-09-09,23,"900 Block Rosselle Cres Pittsburgh, PA 15207",Glen Hazel,HARRASSMENT,2709 Harassment (Non-Specific),,
2022-09-09,13,"300 Block S Main St Pittsburgh, PA 15220",West End,CREDIT CARDS,4106 Access Device Fraud,-79.9579476679689,40.4673830136992
2022-09-10,0,"600 Block 1st Ave Pittsburgh, PA 15219",East Hills,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night,-79.9960409452176,40.4350395659105
2022-09-06,13,"7000 Block Highland Dr Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",,
2022-09-05,20,"600 Block Bausman St Pittsburgh, PA 15210",Beltzhoover,99,9999 9999 - (Misc. Incident): ,,
2022-09-07,4,"100 Block Clearview Ave Pittsburgh, PA 15205",Westwood,SIMPLE ASSAULT,2706 Terroristic Threats. / 2701 Simple Assault. / 9501 Bench Warrant,-80.0545386806643,40.4375020019165
2022-09-07,12,"300 Block Zara St Pittsburgh, PA 15210",Knoxville,99,473.02 (b) Deposit or Dump Trash,-79.9930932371762,40.4157793577632
2022-09-08,0,"2900 Block Sheraden Blvd Pittsburgh, PA 15204",Sheraden,99,8106 Shots Fired,,
2022-09-08,0,"Perrysvile Ave & DeFoe St Pittsburgh, PA 15214",Perry North,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0162549943948,40.4875240234032
2022-09-08,0,"Art Rooney Way & North SHore Dr Pittsburgh, PA 15233",North Shore,FOUND PROPERTY,9489 Found Property,-80.0135580358932,40.4453073540077
2022-09-07,18,"Gist St & Watson St Pittsburgh, PA 15219",Bluff,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,-79.9794792469253,40.4378743018997
2022-09-08,8,"30 Block Lafferty Ave Pittsburgh, PA 15210",Beltzhoover,DOG BITE,9492 Dog Bite,-80.0087533087594,40.4171236868966
2022-09-08,3,"100 Block 9th. St Pittsburgh, PA 15222",North Shore,CRIM MISCHIEF,3304 Criminal Mischief.,,
2022-09-08,12,"600 Block Grant St Pittsburgh, PA 15219",Central Business District,FOUND PROPERTY,9489 Found Property,-79.9948560626431,40.4413629674267
2022-09-08,19,"300 Block N Atlantic Ave Pittsburgh, PA 15224",Garfield,THEFT,3921 Theft by Unlawful Taking or Disposition.,-79.9378304823934,40.4666940539505
2022-09-10,8,"2000 Block Beechwood Blvd Pittsburgh, PA 15217",Squirrel Hill South,FOUND PROPERTY,9489 Found Property,-79.9089300876451,40.4362052209702
2022-09-10,9,"7600 Block Penn Ave Pittsburgh, PA 15221",Point Breeze North,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.8951355743265,40.4471228791488
2022-09-07,11,"300 Block Main St Pittsburgh, PA 15201",Central Lawrenceville,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9579476679689,40.4673830136992
2022-09-10,10,"200 Block East Ohio St Pittsburgh, PA 15212",Allegheny Center,INJURY/TAMP/FIRE APP-HYD-ETC,3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s),,
2022-09-10,9,"80 Block S 11th St Pittsburgh, PA 15203",South Side Flats,DOG BITE,9492 Dog Bite,-79.8993880465174,40.4067316529343
2022-09-10,10,"100 Block Rhine Pl Pittsburgh, PA 15212",Spring Hill-City View,BURGLARY,3502 Burglary. / 9489 Found Property,-79.992041845149,40.4653596489546
2022-09-10,9,"2500 Block Edgar St Pittsburgh, PA 15210",Carrick,99,9093 Indirect Criminal Contempt,-79.9819230329575,40.3858727533904
2022-09-11,17,"2500 Block Webster Ave Pittsburgh, PA 15219",Bedford Dwellings,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,-79.9722172105802,40.4495428359169
2022-09-11,18,"1600 Block St Patrick St Pittsburgh, PA 15210",South Side Slopes,99,"5533(a) Cruelty to animals - Intentionally, knowingly or recklessly illtreats, overloads, beats, abandons or abuses an animal / 5534(a)(2) Aggrevated Cruelty to Animals - Intentionally or Knowlingly violated 5532 or 5533 causing injury or death",-79.9831732782693,40.4210220768325
2022-09-11,20,"600 Block Watt St Pittsburgh, PA 15219",Middle Hill,99,2908 Missing Children.,,
2022-09-11,21,"400 Block Maline St Pittsburgh, PA 15214",Perry North,99,9994 PFA Service,-80.0238348945008,40.4907705625055
2022-09-11,21,"2000 Block Centre Ave Pittsburgh, PA 15219",Crawford-Roberts,FOUND PROPERTY,9489 Found Property,-79.9799824053927,40.4435889103074
2022-09-05,3,"14th St & Smallman St Pittsburgh, PA 15222",Strip District,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,-79.9905031774698,40.4479725402879
2022-09-05,7,"Webster Ave & Herron Ave Pittsburgh, PA 15219",Middle Hill,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9649282069295,40.4528911487057
2022-09-07,2,"Penn Ave & 8th St Pittsburgh, PA 15222",Central Business District,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9993400698746,40.4434857299394
2022-09-07,9,"3400 Block Ward St Pittsburgh, PA 15213",Central Oakland,THEFT,3921 Theft by Unlawful Taking or Disposition.,-79.9545983165413,40.4346231798695
2022-09-07,13,"7300 Block Stranahan St Pittsburgh, PA 15206",Homewood North,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,,
2022-09-07,14,"300 Block Minton St Pittsburgh, PA 15204",Sheraden,99,9999 9999 - (Misc. Incident): ,-80.049981895791,40.45835473248
2022-09-05,12,"S 18th St & Jane St Pittsburgh, PA 15203",South Side Flats,99,"601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",-79.9807436367312,40.426961132351
2022-09-05,12,"1500 Block Roland St Pittsburgh, PA 15203",South Side Flats,99,"601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",,
2022-09-06,12,"3800 Block O Hara St Pittsburgh, PA 15213",North Oakland,99,9993 PFA Service with Weapons Supplement,,
2022-09-06,13,"4300 Block Stanley St Pittsburgh, PA 15207",Greenfield,99,9993 PFA Service with Weapons Supplement,-79.9436315380953,40.4213104085276
2022-09-06,16,"5400 Block Kincaid St Pittsburgh, PA 15206",Garfield,BURGLARY,3502 Burglary. / 2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,-79.9353858382071,40.4661383051318
2022-09-06,15,"2700 Block Centre Ave Pittsburgh, PA 15219",Terrace Village,99,9999 9999 - (Misc. Incident): Damaged car under tree.,-79.9670278555567,40.4471425289927
2022-09-07,17,"300 Block N Braddock Ave Pittsburgh, PA 15208",Point Breeze North,RUNAWAYS - JUVENILE,029 Missing Juvenile,-79.8928013971768,40.4496546331193
2022-09-07,18,"Blvd Of The Allies & Stanwix St Pittsburgh, PA 15222",Central Business District,AIDED CASE,9497 Aided Case,-80.0050246256545,40.4396068932905
2022-09-07,16,"20 Block Eleanor St Pittsburgh, PA 15203",South Side Slopes,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9726568136995,40.4240654977542
2022-09-07,19,"8000 Block Bennett St Pittsburgh, PA 15221",East Hills,SIMPLE ASSAULT,2701 Simple Assault. / 9093 Indirect Criminal Contempt,-79.8841190303238,40.4539325993753
2022-09-07,7,"2200 Block Shady Ave Pittsburgh, PA 15217",Squirrel Hill South,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9187784031405,40.4333769397889
2022-09-07,19,"8000 Block Bennett St Pittsburgh, PA 15221",East Hills,99,9093 Indirect Criminal Contempt,-79.8841190303238,40.4539325993753
2022-09-06,14,"100 Block Lakewood St Pittsburgh, PA ",Fineview,99,9993 PFA Service with Weapons Supplement,-80.039966289298,40.4461588042785
2022-09-06,15,"2700 Block Zephyr Ave Pittsburgh, PA 15204",Sheraden,99,9994 PFA Service,-80.0493591534742,40.4530292535525
2022-09-08,21,"100 Block 7th St Pittsburgh, PA 15222",Central Business District,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",-80.000996797488,40.4441447479242
2022-09-09,22,"I-376 Pittsburgh, PA 15219",Central Business District,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,,
2022-09-10,12,"4700 Block Liberty Ave Pittsburgh, PA 15224",Bloomfield,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.9498576275047,40.4620780855382
2022-09-10,11,"300 Block Amber St Pittsburgh, PA 15206",East Liberty,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9317206274976,40.4602983528851
2022-09-06,9,"2600 Block Brownsville Rd Pittsburgh, PA 15210",Carrick,HARRASSMENT,2709 Harassment (Non-Specific),-79.9788043658311,40.3854502648648
2022-09-05,1,"S 18th St & Jane St Pittsburgh, PA 15203",South Side Flats,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct.,-79.9807436367312,40.426961132351
2022-09-08,5,"Forbes Ave & Armstrong Tunl Pittsburgh, PA 15219",Bluff,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9922531956206,40.4379868411659
2022-09-08,17,"1500 Block Crucible St Pittsburgh, PA 15220",Crafton Heights,99,9999 9999 - (Misc. Incident): ,,
2022-09-08,21,"3100 Block Cordell Pl Pittsburgh, PA 15203",Arlington Heights,AGG-ASSAULT,2702 Aggravated Assault.,-79.963452973864,40.4177171713237
2022-09-09,0,"1300 Block Beechview Ave Pittsburgh, PA 15216",Beechview,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident):,-80.0253025123728,40.4162005684387
2022-09-09,0,"Liberty Ave & 16th St Pittsburgh, PA 15222",Strip District,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 8106 Shots Fired,-79.9868931847093,40.4482291922566
2022-09-09,2,"700 Block Mt Pleasant Rd Pittsburgh, PA 15214",Northview Heights,THEFT,3921 Theft by Unlawful Taking or Disposition.,-79.9982412589835,40.4759997700279
2022-09-09,2,"1100 Block Banksville Rd Pittsburgh, PA 15216",Banksville,MENTAL 201/302,9498 302 (Mental) / 9998 Overdose Other,-80.0302713936274,40.4199183995027
2022-09-09,2,"400 Block Simms St Pittsburgh, PA 15211",Mount Washington,99,1532 Revocation or Suspension of Operating Privilege.,-80.0126575125873,40.422559135022
2022-09-05,15,"Ainsworth St & Parnassus Way Pittsburgh, PA 15220",Elliott,SIMPLE ASSAULT,2701 Simple Assault.,-80.0396026424819,40.4442128388131
2022-09-05,15,"2100 Block Brent St Pittsburgh, PA 15210",Arlington,99,"5532(a)(1) Neglect of Animals - Neglect of Animals, Sustenance/Water, Bodily Injury / 5532(a)(3) Neglect of Animals - Neglect of Animals, Vet Care",-79.9777623137209,40.4155960686956
2022-09-06,6,"S 22nd St & Merriman Way Pittsburgh, PA 15203",South Side Flats,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9744148782535,40.4306823019987
2022-09-06,9,"1200 Block Western Ave Pittsburgh, PA 15233",Chateau,DRUG INVESTIGATION,9124 Drug Investigation,-80.0219684615574,40.4512177173984
2022-09-05,19,"500 Block Maytide St Pittsburgh, PA 15227",Overbrook,99,9994 PFA Service,-79.9884270621581,40.3844903178429
2022-09-06,17,"7200 Block Frankstown Ave Pittsburgh, PA 15208",Homewood South,STOLEN PROPERTY - OTHER,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,-79.8962697960688,40.4573889155008
2022-09-10,10,"1000 Block Sheffield St Pittsburgh, PA 15233",Manchester,CREDIT CARDS,4106 Access Device Fraud,,
2022-09-10,16,"2100 Block White Hill Dr Pittsburgh, PA 15219",Bedford Dwellings,99,9999 9999 - (Misc. Incident): ,,
2022-09-05,9,"4800 Block Kincaid St Pittsburgh, PA 15224",Garfield,99,9999 9999 - (Misc. Incident): ,-79.9458976608427,40.4677008697394
2022-09-07,23,"600 Block S Millvale Ave Pittsburgh, PA 15224",Bloomfield,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,-79.9471234371049,40.4587351829053
2022-09-07,23,"3100 Block Sacramento Ave Pittsburgh, PA 15204",Sheraden,AIDED CASE,9497 Aided Case,-80.0511879530307,40.4587755669633
2022-09-07,22,"400 Block North Shore Dr Pittsburgh, PA 15212",Chateau,PROHIBITED OFFENSIVE WEAPONS,908 Prohibited Offensive Weapons. / 13(a)(31) Marijuana: Possession Small Amount / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure,-80.0123399020422,40.4462710224948
2022-09-08,11,"1000 Block Liberty Ave Pittsburgh, PA 15222",Central Business District,HARRASSMENT,2709(a) Harassment. / 3923 Theft by Extortion.,-79.9946158625346,40.4434190143884
2022-09-08,11,"200 Block Beltzhoover Ave Pittsburgh, PA 15210",Allentown,99,9999 9999 - (Misc. Incident): Medic request for disorderly female ,-79.9975577219804,40.4206423470585
2022-09-10,17,"N Negley Ave & Wellesley Ave Pittsburgh, PA 15206",Highland Park,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9251601394153,40.4740437111718
2022-09-10,19,"2100 Block White Hill Dr Pittsburgh, PA 15219",Bedford Dwellings,99,9994 PFA Service,,
2022-09-10,19,"Poplar St & Noblestown Rd Pittsburgh, PA 15205",Westwood,INCEST,4302 Periods for Requiring Lighted Lamps. / 3802(a)(1) DUI - General Impairment,-80.0537766258848,40.4279463861402
2022-09-10,23,"7200 Block Susquehanna St Pittsburgh, PA 15208",Homewood South,99,9999 9999 - (Misc. Incident): ,,
2022-09-10,19,"Wilkinsburg Ave & Calistoga St Pittsburgh, PA 15221",East Hills,ESCAPE,"5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 3361  Driving Vehicle at Safe Speed. / 4524 Windshield Obstructions and Wipers. / 3736 Reckless Driving / 1371 Operation Following Suspension of Registration. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving / 3733 Fleeing or Attempting to Elude Police Officer",-79.8760036335126,40.4527741951219
2022-09-10,21,"Charles St & Knox Ave Pittsburgh, PA 15210",Knoxville,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1371 Operation Following Suspension of Registration.,-79.9906235718694,40.4165936759225
2022-09-11,1,"S 18th St & Sarah St Pittsburgh, PA 15203",South Side Flats,SIMPLE ASSAULT,2701 Simple Assault.,-79.9806552240145,40.4278463218356
2022-09-11,0,"S 18th St & Sidney St Pittsburgh, PA 15203",South Side Flats,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 6110.1 Possesion of Firearm by Minor,-79.9804717352527,40.4296868590931
2022-09-10,22,"1800 Block Brownsville Rd Pittsburgh, PA 15210",Carrick,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,-79.9881789314488,40.3971314940112
2022-09-08,14,"700 Block Filbert St Pittsburgh, PA 15232",Shadyside,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9338823528205,40.4525208854675
2022-09-08,11,"Centre Ave & Devilliers St Pittsburgh, PA 15219",Crawford-Roberts,LOST PROPERTY,9504 Lost Property,-79.980333569546,40.4436483993491
2022-09-08,20,"100 Block 45th St Pittsburgh, PA 15201",Central Lawrenceville,CREDIT CARDS,4106 Access Device Fraud,,
2022-09-08,21,"200 Block Paul St Pittsburgh, PA 15211",Mount Washington,99,9999 9999 - (Misc. Incident): ,,
2022-09-09,9,"600 Block General Robinson St W Pittsburgh, PA 15212",Allegheny Center,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9979490445615,40.4494258972027
2022-09-09,11,"100 Block 23rd St Pittsburgh, PA 15222",Crawford-Roberts,THEFT,3921 Theft by Unlawful Taking or Disposition.,-79.9730539189312,40.4283014442892
2022-09-09,10,"Thomas St & N Lang Ave Pittsburgh, PA 15208",Point Breeze North,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property.,-79.9023829173645,40.4517045382308
2022-09-10,22,"300 Block North Shore  Dr Pittsburgh, PA 15212",Brighton Heights,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5505 Public Drunkenness,-80.0096363483307,40.4549103553127
2022-09-10,17,"N St Clair St & Stanton Ave Pittsburgh, PA 15206",Highland Park,HARRASSMENT,2709(a) Harassment.,-79.9240315444192,40.4707390734235
2022-09-11,9,"2000 Block Shady Ave Pittsburgh, PA 15217",Squirrel Hill South,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9189832378273,40.4352911192642
2022-09-11,12,"1300 Block Fallowfield Ave Pittsburgh, PA 15216",Beechview,99,9999 9999 - (Misc. Incident): ,-80.0242525366036,40.4162259147426
2022-09-05,0,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Homewood North,99,9999 9999 - (Misc. Incident): ,-79.8963011488784,40.457404655664
2022-09-05,0,"3700 Block Orpwood St Pittsburgh, PA 15213",South Oakland,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 601.19 Social Host and Underage Drinking",-79.9531712358102,40.4297991910132
2022-09-05,9,"800 Block Phineas St Pittsburgh, PA 15212",East Allegheny,TERRORISTIC THREATS,2706 Terroristic Threats.,,
2022-09-05,12,"S 21st St & E Carson St Pittsburgh, PA 15203",South Side Flats,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,-79.9762684360746,40.4285137491727
2022-09-05,16,"1700 Block 5th Ave Pittsburgh, PA 15219",Crawford-Roberts,THEFT BY EXTORTION,3923 Theft by Extortion.,-79.9824833902821,40.4382975809205
2022-09-05,16,"1100 Block Greenfield Ave Pittsburgh, PA 15217",Greenfield,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),-79.9300133492648,40.4216561216069
2022-09-08,8,"900 Block 2nd Ave Pittsburgh, PA 15219",Bluff,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,-79.9931846836602,40.4350718181921
